Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,5.15984,5.19834,5.1336,5.15974,5.15974,0.0
2017-01-03,5.17746,5.20604,5.16605,5.17695,5.17695,0.0
2017-01-04,5.15349,5.16864,5.1178,5.14884,5.14884,0.0
2017-01-05,5.12646,5.13624,5.0972,5.12493,5.12493,0.0
2017-01-06,5.10934,5.11142,5.07715,5.10944,5.10944,0.0
2017-01-09,5.06794,5.07034,5.03514,5.06794,5.06794,0.0
2017-01-10,5.03344,5.03344,4.99334,5.03244,5.03244,0.0
2017-01-11,5.03994,5.05502,5.02004,5.03513,5.03513,0.0
2017-01-12,5.03324,5.05627,5.00999,5.03424,5.03424,0.0
2017-01-13,5.00614,5.02404,4.98408,5.00554,5.00554,0.0
2017-01-16,4.96244,4.9955,4.94994,4.96414,4.96414,0.0
2017-01-17,4.96412,5.06044,4.96081,4.96452,4.96452,0.0
2017-01-18,5.04958,5.05074,5.02054,5.04881,5.04881,0.0
2017-01-19,5.02817,5.07322,5.02275,5.02811,5.02811,0.0
2017-01-20,5.05953,5.06166,5.03631,5.05794,5.05794,0.0
2017-01-23,5.04926,5.08519,5.04194,5.0488,5.0488,0.0
2017-01-24,5.0879,5.09753,5.05395,5.08773,5.08773,0.0
2017-01-25,5.10117,5.11594,5.0908,5.09997,5.09997,0.0
2017-01-26,5.11421,5.14112,5.085,5.11422,5.11422,0.0
2017-01-27,5.12007,5.12775,5.07608,5.1198,5.1198,0.0
2017-01-30,5.08702,5.0985,5.06563,5.08884,5.08884,0.0
2017-01-31,5.05784,5.07383,5.01421,5.05796,5.05796,0.0
2017-02-01,5.03508,5.08511,5.02928,5.03544,5.03544,0.0
2017-02-02,5.06066,5.0645,4.99314,5.05599,5.05599,0.0
2017-02-03,5.01751,5.02691,4.9697,5.01844,5.01844,0.0
2017-02-06,4.97494,4.99112,4.96362,4.97407,4.97407,0.0
2017-02-07,4.98226,4.99977,4.95105,4.98164,4.98164,0.0
2017-02-08,5.03886,5.06704,5.03289,5.03861,5.03861,0.0
2017-02-09,5.04918,5.08309,5.04586,5.05005,5.05005,0.0
2017-02-10,5.05383,5.06463,5.02595,5.05444,5.05444,0.0
2017-02-13,5.04594,5.09173,5.0445,5.04664,5.04664,0.0
2017-02-14,5.09244,5.09526,5.03611,5.09102,5.09102,0.0
2017-02-15,5.06894,5.08273,5.04442,5.07021,5.07021,0.0
2017-02-16,5.0661,5.08078,5.05509,5.06654,5.06654,0.0
2017-02-17,5.04859,5.06827,5.03784,5.04958,5.04958,0.0
2017-02-20,5.06009,5.08263,5.05734,5.06184,5.06184,0.0
2017-02-21,5.07224,5.09093,5.06779,5.07164,5.07164,0.0
2017-02-22,5.08499,5.11004,5.08233,5.08644,5.08644,0.0
2017-02-23,5.07194,5.09947,5.04561,5.07165,5.07165,0.0
2017-02-24,5.10064,5.10772,5.0838,5.10094,5.10094,0.0
2017-02-27,5.06844,5.07651,5.04819,5.06704,5.06704,0.0
2017-02-28,5.06557,5.07349,5.04902,5.06554,5.06554,0.0
2017-03-01,5.04123,5.05046,5.00561,5.04111,5.04111,0.0
2017-03-02,4.98374,5.02647,4.98198,4.98366,4.98366,0.0
2017-03-03,5.01769,5.02081,4.96636,5.01809,5.01809,0.0
2017-03-06,4.97777,4.9986,4.96765,4.98084,4.98084,0.0
2017-03-07,4.98057,4.98437,4.95873,4.98229,4.98229,0.0
2017-03-08,4.968,4.97597,4.95649,4.96824,4.96824,0.0
2017-03-09,4.97228,4.98358,4.95496,4.97159,4.97159,0.0
2017-03-10,4.96792,4.96974,4.93777,4.96599,4.96599,0.0
2017-03-13,4.93349,4.98013,4.93144,4.9333,4.9333,0.0
2017-03-14,4.96174,4.96194,4.92785,4.96084,4.96084,0.0
2017-03-15,4.9446,4.97314,4.94138,4.94385,4.94385,0.0
2017-03-16,4.93158,4.95975,4.91831,4.9319,4.9319,0.0
2017-03-17,4.93912,4.95313,4.9281,4.93837,4.93837,0.0
2017-03-20,4.9368,4.94772,4.91598,4.9374,4.9374,0.0
2017-03-21,4.90946,4.93887,4.89444,4.90969,4.90969,0.0
2017-03-22,4.93746,4.95674,4.92184,4.93733,4.93733,0.0
2017-03-23,4.94508,4.96641,4.94068,4.94573,4.94573,0.0
2017-03-24,4.94943,4.94979,4.91823,4.94944,4.94944,0.0
2017-03-27,4.91805,4.93968,4.90635,4.9182,4.9182,0.0
2017-03-28,4.90884,4.93142,4.87536,4.90885,4.90885,0.0
2017-03-29,4.86775,4.91216,4.85428,4.86797,4.86797,0.0
2017-03-30,4.88314,4.91919,4.87501,4.88419,4.88419,0.0
2017-03-31,4.91483,4.96593,4.90954,4.91537,4.91537,0.0
2017-04-03,4.97023,4.97915,4.94892,4.96949,4.96949,0.0
2017-04-04,4.95531,4.9828,4.93414,4.95565,4.95565,0.0
2017-04-05,4.94859,4.96794,4.94441,4.94649,4.94649,0.0
2017-04-06,4.94874,4.97638,4.93192,4.94927,4.94927,0.0
2017-04-07,4.95546,4.95884,4.92248,4.95494,4.95494,0.0
2017-04-10,4.93638,4.96809,4.93314,4.93324,4.93324,0.0
2017-04-11,4.96175,4.9988,4.96034,4.96164,4.96164,0.0
2017-04-12,5.00014,5.0091,4.98955,5.00015,5.00015,0.0
2017-04-13,4.99473,5.00739,4.99304,4.99479,4.99479,0.0
2017-04-14,5.00024,5.00924,4.98864,5.00024,5.00024,0.0
2017-04-17,5.00261,5.0244,4.99556,5.00183,5.00183,0.0
2017-04-18,5.0087,5.05163,4.97684,5.00846,5.00846,0.0
2017-04-19,5.06261,5.08693,5.05794,5.06247,5.06247,0.0
2017-04-20,5.07524,5.09457,5.06294,5.07684,5.07684,0.0
2017-04-21,5.09244,5.12051,5.08709,5.09291,5.09291,0.0
2017-04-24,5.01989,5.02824,4.97623,5.01954,5.01954,0.0
2017-04-25,4.99033,4.99787,4.95321,4.99031,4.99031,0.0
2017-04-26,4.95478,4.99605,4.94884,4.95478,4.95478,0.0
2017-04-27,4.97544,5.01504,4.9703,4.97479,4.97479,0.0
2017-04-28,5.00544,5.0205,4.98537,5.00683,5.00683,0.0
2017-05-01,5.00727,5.01424,4.98136,5.00681,5.00681,0.0
2017-05-02,4.99115,4.99664,4.97074,4.99124,4.99124,0.0
2017-05-03,4.96934,4.98594,4.95422,4.96847,4.96847,0.0
2017-05-04,4.96904,4.98414,4.95454,4.96817,4.96817,0.0
2017-05-05,4.97611,4.98784,4.95091,4.97592,4.97592,0.0
2017-05-08,4.96954,5.00357,4.94464,4.96963,4.96963,0.0
2017-05-09,5.00924,5.02819,4.99974,5.00954,5.00954,0.0
2017-05-10,5.03254,5.03963,5.0137,5.03322,5.03322,0.0
2017-05-11,5.00674,5.02021,4.99031,5.00674,5.00674,0.0
2017-05-12,5.00954,5.01161,4.96896,5.01034,5.01034,0.0
2017-05-15,4.96182,4.97894,4.93323,4.96114,4.96114,0.0
2017-05-16,4.92671,4.93364,4.87962,4.92929,4.92929,0.0
2017-05-17,4.85354,4.89479,4.84504,4.85461,4.85461,0.0
2017-05-18,4.87594,4.95624,4.86864,4.87494,4.87494,0.0
2017-05-19,4.91363,4.91919,4.88224,4.91452,4.91452,0.0
2017-05-22,4.8654,4.87776,4.83876,4.86594,4.86594,0.0
2017-05-23,4.85064,4.87267,4.8354,4.85176,4.85176,0.0
2017-05-24,4.86913,4.87992,4.83253,4.86959,4.86959,0.0
2017-05-25,4.82184,4.83618,4.80684,4.82376,4.82376,0.0
2017-05-26,4.81337,4.81339,4.77629,4.81388,4.81388,0.0
2017-05-29,4.79159,4.81025,4.78494,4.79134,4.79134,0.0
2017-05-30,4.80696,4.83264,4.79339,4.8076,4.8076,0.0
2017-05-31,4.78424,4.80821,4.76745,4.78421,4.78421,0.0
2017-06-01,4.78684,4.82733,4.77516,4.78505,4.78505,0.0
2017-06-02,4.81719,4.82017,4.76994,4.81734,4.81734,0.0
2017-06-05,4.77174,4.81865,4.76764,4.77074,4.77074,0.0
2017-06-06,4.79771,4.82543,4.79174,4.798,4.798,0.0
2017-06-07,4.8021,4.83671,4.79684,4.80191,4.80191,0.0
2017-06-08,4.84401,4.85237,4.8311,4.84389,4.84389,0.0
2017-06-09,4.77597,4.79984,4.74736,4.77474,4.77474,0.0
2017-06-12,4.76084,4.7654,4.72411,4.75895,4.75895,0.0
2017-06-13,4.74117,4.77079,4.73469,4.7422,4.7422,0.0
2017-06-14,4.76664,4.78545,4.74459,4.76478,4.76478,0.0
2017-06-15,4.77274,4.85309,4.7622,4.7732,4.7732,0.0
2017-06-16,4.83932,4.84894,4.80321,4.83983,4.83983,0.0
2017-06-19,4.79837,4.82595,4.7892,4.79751,4.79751,0.0
2017-06-20,4.81674,4.82794,4.7783,4.81286,4.81286,0.0
2017-06-21,4.81587,4.83871,4.79122,4.81536,4.81536,0.0
2017-06-22,4.82703,4.83735,4.80096,4.82758,4.82758,0.0
2017-06-23,4.81281,4.83378,4.79887,4.81229,4.81229,0.0
2017-06-26,4.80351,4.81391,4.77461,4.8035,4.8035,0.0
2017-06-27,4.78064,4.79352,4.76406,4.77888,4.77888,0.0
2017-06-28,4.78674,4.83761,4.75289,4.78637,4.78637,0.0
2017-06-29,4.81244,4.83463,4.80303,4.81265,4.81265,0.0
2017-06-30,4.82155,4.83205,4.79187,4.82114,4.82114,0.0
2017-07-03,4.81639,4.83851,4.81429,4.81761,4.81761,0.0
2017-07-04,4.8347,4.84312,4.82145,4.83664,4.83664,0.0
2017-07-05,4.82284,4.85094,4.81534,4.82339,4.82339,0.0
2017-07-06,4.81954,4.84624,4.80701,4.81921,4.81921,0.0
2017-07-07,4.81099,4.81721,4.77331,4.81074,4.81074,0.0
2017-07-10,4.78911,4.79782,4.7747,4.78856,4.78856,0.0
2017-07-12,4.74673,4.78589,4.73074,4.74845,4.74845,0.0
2017-07-13,4.77515,4.80474,4.76494,4.77484,4.77484,0.0
2017-07-14,4.79394,4.80785,4.78104,4.79429,4.79429,0.0
2017-07-17,4.80205,4.81124,4.78214,4.80294,4.80294,0.0
2017-07-18,4.77864,4.78304,4.71556,4.77784,4.77784,0.0
2017-07-19,4.73784,4.77266,4.73546,4.73926,4.73926,0.0
2017-07-20,4.75308,4.76364,4.69027,4.75289,4.75289,0.0
2017-07-21,4.69828,4.74484,4.68716,4.698,4.698,0.0
2017-07-24,4.74844,4.76292,4.72929,4.74771,4.74771,0.0
2017-07-25,4.76945,4.77144,4.74466,4.77086,4.77086,0.0
2017-07-26,4.76734,4.78124,4.75551,4.76914,4.76914,0.0
2017-07-27,4.74705,4.78544,4.74594,4.74825,4.74825,0.0
2017-07-28,4.75007,4.76555,4.74084,4.75114,4.75114,0.0
2017-07-31,4.75768,4.76454,4.74263,4.75945,4.75945,0.0
2017-08-01,4.74583,4.76805,4.74474,4.74507,4.74507,0.0
2017-08-02,4.7589,4.76184,4.74255,4.75744,4.75744,0.0
2017-08-03,4.74708,4.76494,4.69234,4.74995,4.74995,0.0
2017-08-04,4.69055,4.70744,4.68258,4.68944,4.68944,0.0
2017-08-07,4.70015,4.70597,4.68686,4.69637,4.69637,0.0
2017-08-08,4.6959,4.71111,4.68412,4.69614,4.69614,0.0
2017-08-09,4.70995,4.73497,4.70616,4.70858,4.70858,0.0
2017-08-10,4.72065,4.74245,4.71673,4.72175,4.72175,0.0
2017-08-11,4.71894,4.73405,4.69995,4.71895,4.71895,0.0
2017-08-14,4.71847,4.72221,4.7015,4.71834,4.71834,0.0
2017-08-15,4.71721,4.73066,4.67596,4.71824,4.71824,0.0
2017-08-16,4.70004,4.70625,4.68056,4.69833,4.69833,0.0
2017-08-17,4.67068,4.69894,4.66611,4.67144,4.67144,0.0
2017-08-18,4.68556,4.70589,4.67467,4.68938,4.68938,0.0
2017-08-21,4.68244,4.69222,4.66265,4.68203,4.68203,0.0
2017-08-22,4.66952,4.67174,4.65814,4.66844,4.66844,0.0
2017-08-23,4.65763,4.66775,4.6364,4.65684,4.65684,0.0
2017-08-24,4.63732,4.65634,4.62085,4.63994,4.63994,0.0
2017-08-25,4.62144,4.63044,4.6028,4.62194,4.62194,0.0
2017-08-28,4.59022,4.61469,4.58006,4.58979,4.58979,0.0
2017-08-29,4.59447,4.59954,4.57926,4.59515,4.59515,0.0
2017-08-30,4.59145,4.62245,4.58834,4.59145,4.59145,0.0
2017-08-31,4.62045,4.63225,4.59871,4.62068,4.62068,0.0
2017-09-01,4.61095,4.64953,4.59689,4.61134,4.61134,0.0
2017-09-04,4.63804,4.64014,4.60452,4.63796,4.63796,0.0
2017-09-05,4.60594,4.63525,4.60156,4.60664,4.60664,0.0
2017-09-06,4.62834,4.6557,4.62204,4.62724,4.62724,0.0
2017-09-07,4.64586,4.65095,4.61734,4.64592,4.64592,0.0
2017-09-08,4.62557,4.66364,4.61594,4.62514,4.62514,0.0
2017-09-11,4.65658,4.68376,4.64696,4.6566,4.6566,0.0
2017-09-12,4.67274,4.74455,4.67195,4.67315,4.67315,0.0
2017-09-13,4.72389,4.76195,4.72014,4.72324,4.72324,0.0
2017-09-14,4.75575,4.82865,4.74396,4.75537,4.75537,0.0
2017-09-15,4.80503,4.87154,4.80356,4.80754,4.80754,0.0
2017-09-18,4.86192,4.87065,4.84157,4.86076,4.86076,0.0
2017-09-19,4.85079,4.85595,4.819,4.85189,4.85189,0.0
2017-09-20,4.82236,4.84226,4.81364,4.82305,4.82305,0.0
2017-09-21,4.85834,4.86564,4.83967,4.85845,4.85845,0.0
2017-09-22,4.86095,4.86095,4.80507,4.85995,4.85995,0.0
2017-09-25,4.83408,4.86445,4.83224,4.83383,4.83383,0.0
2017-09-26,4.85548,4.89724,4.85455,4.85571,4.85571,0.0
2017-09-27,4.88804,4.93397,4.87538,4.88718,4.88718,0.0
2017-09-28,4.92882,4.93862,4.88955,4.92954,4.92954,0.0
2017-09-29,4.91877,4.91882,4.85863,4.91794,4.91794,0.0
2017-10-02,4.89141,4.91045,4.85952,4.91045,4.91045,0.0
2017-10-03,4.87304,4.91045,4.85093,4.87404,4.87404,0.0
2017-10-04,4.86143,4.86844,4.83741,4.86118,4.86118,0.0
2017-10-05,4.84139,4.84534,4.81259,4.83482,4.83482,0.0
2017-10-06,4.81397,4.81874,4.79276,4.81522,4.81522,0.0
2017-10-09,4.80188,4.83675,4.80119,4.80324,4.80324,0.0
2017-10-10,4.8111,4.81664,4.78679,4.8118,4.8118,0.0
2017-10-11,4.80084,4.80184,4.75443,4.80062,4.80062,0.0
2017-10-12,4.76282,4.77384,4.73104,4.76277,4.76277,0.0
2017-10-13,4.78434,4.79908,4.76532,4.78434,4.78434,0.0
2017-10-16,4.77874,4.79518,4.75311,4.78177,4.78177,0.0
2017-10-17,4.75698,4.7774,4.73086,4.75567,4.75567,0.0
2017-10-18,4.7457,4.74992,4.72396,4.74358,4.74358,0.0
2017-10-19,4.74244,4.74327,4.70867,4.74207,4.74207,0.0
2017-10-20,4.69715,4.74394,4.69254,4.69704,4.69704,0.0
2017-10-23,4.748,4.76074,4.73493,4.74833,4.74833,0.0
2017-10-24,4.7468,4.75555,4.73027,4.74787,4.74787,0.0
2017-10-25,4.73844,4.76697,4.72808,4.73874,4.73874,0.0
2017-10-26,4.76124,4.78898,4.74074,4.762,4.762,0.0
2017-10-27,4.79614,4.80816,4.77673,4.79694,4.79694,0.0
2017-10-30,4.80249,4.82283,4.79291,4.80276,4.80276,0.0
2017-10-31,4.81817,4.83622,4.81012,4.81763,4.81763,0.0
2017-11-01,4.83354,4.84644,4.82244,4.8343,4.8343,0.0
2017-11-02,4.82369,4.82757,4.7375,4.82338,4.82338,0.0
2017-11-03,4.73944,4.78093,4.73794,4.73834,4.73834,0.0
2017-11-06,4.77716,4.80594,4.77562,4.77733,4.77733,0.0
2017-11-07,4.80634,4.82374,4.79853,4.80594,4.80594,0.0
2017-11-08,4.81618,4.82018,4.77575,4.81695,4.81695,0.0
2017-11-09,4.78948,4.79984,4.76567,4.78979,4.78979,0.0
2017-11-10,4.77348,4.79803,4.76934,4.77361,4.77361,0.0
2017-11-13,4.75034,4.76733,4.74554,4.75101,4.75101,0.0
2017-11-14,4.76278,4.76473,4.72298,4.76288,4.76288,0.0
2017-11-15,4.73927,4.74136,4.71142,4.73764,4.73764,0.0
2017-11-17,4.74664,4.76764,4.73131,4.74692,4.74692,0.0
2017-11-20,4.75903,4.77495,4.75157,4.76044,4.76044,0.0
2017-11-21,4.77131,4.78683,4.74833,4.7705,4.7705,0.0
2017-11-22,4.75827,4.76211,4.73739,4.7585,4.7585,0.0
2017-11-23,4.74544,4.74846,4.7179,4.74594,4.74594,0.0
2017-11-24,4.72404,4.73018,4.69908,4.72425,4.72425,0.0
2017-11-27,4.70114,4.71194,4.68758,4.70194,4.70194,0.0
2017-11-28,4.70859,4.71681,4.67924,4.70814,4.70814,0.0
2017-11-29,4.73928,4.76308,4.73218,4.73924,4.73924,0.0
2017-11-30,4.75384,4.7905,4.75159,4.75425,4.75425,0.0
2017-12-01,4.77851,4.78622,4.75721,4.77699,4.77699,0.0
2017-12-04,4.78504,4.79714,4.75917,4.78524,4.78524,0.0
2017-12-05,4.77531,4.78957,4.73642,4.77684,4.77684,0.0
2017-12-06,4.76974,4.78744,4.76003,4.76994,4.76994,0.0
2017-12-07,4.77709,4.79554,4.75796,4.77773,4.77773,0.0
2017-12-08,4.81861,4.83853,4.76993,4.81755,4.81755,0.0
2017-12-11,4.77241,4.78026,4.75632,4.7721,4.7721,0.0
2017-12-12,4.76014,4.7918,4.75339,4.75814,4.75814,0.0
2017-12-13,4.77114,4.79861,4.76654,4.77166,4.77166,0.0
2017-12-14,4.77811,4.82035,4.77811,4.77814,4.77814,0.0
2017-12-15,4.8159,4.81742,4.75708,4.81663,4.81663,0.0
2017-12-18,4.77454,4.78572,4.76309,4.77005,4.77005,0.0
2017-12-19,4.77305,4.77644,4.73519,4.77474,4.77474,0.0
2017-12-20,4.74951,4.7625,4.7271,4.74621,4.74621,0.0
2017-12-21,4.73224,4.73524,4.71651,4.73274,4.73274,0.0
2017-12-22,4.73571,4.74714,4.72152,4.73439,4.73439,0.0
2017-12-25,4.7056,4.7363,4.7056,4.70575,4.70575,0.0
2017-12-26,4.72174,4.7349,4.716,4.72174,4.72174,0.0
2017-12-27,4.73161,4.73284,4.71261,4.73182,4.73182,0.0
2017-12-28,4.71752,4.72283,4.69583,4.71744,4.71744,0.0
2017-12-29,4.70269,4.71574,4.69447,4.70164,4.70164,0.0
2018-01-01,4.6929,4.6989,4.6929,4.68736,4.68736,0.0
2018-01-02,4.69487,4.69897,4.67365,4.69374,4.69374,0.0
2018-01-03,4.68904,4.71144,4.66736,4.68825,4.68825,0.0
2018-01-04,4.66484,4.67654,4.65399,4.66504,4.66504,0.0
2018-01-05,4.65676,4.68321,4.64837,4.65644,4.65644,0.0
2018-01-08,4.68008,4.7313,4.67618,4.68184,4.68184,0.0
2018-01-09,4.72724,4.74369,4.72369,4.72718,4.72718,0.0
2018-01-10,4.75218,4.7537,4.70957,4.75214,4.75214,0.0
2018-01-11,4.7166,4.71897,4.68617,4.71734,4.71734,0.0
2018-01-12,4.68384,4.70524,4.66834,4.68444,4.68444,0.0
2018-01-15,4.69364,4.70083,4.67471,4.69494,4.69494,0.0
2018-01-16,4.68946,4.71044,4.68698,4.6855,4.6855,0.0
2018-01-17,4.68851,4.71477,4.68302,4.68809,4.68809,0.0
2018-01-18,4.72654,4.72975,4.70944,4.72628,4.72628,0.0
2018-01-19,4.72204,4.7329,4.71385,4.72227,4.72227,0.0
2018-01-22,4.72643,4.75175,4.72514,4.72753,4.72753,0.0
2018-01-23,4.7523,4.76044,4.74011,4.75245,4.75245,0.0
2018-01-24,4.74101,4.77115,4.73825,4.74102,4.74102,0.0
2018-01-25,4.76494,4.77424,4.72339,4.76376,4.76376,0.0
2018-01-26,4.72879,4.74844,4.71036,4.72885,4.72885,0.0
2018-01-29,4.70332,4.72984,4.69831,4.7022,4.7022,0.0
2018-01-30,4.7103,4.7388,4.69484,4.71086,4.71086,0.0
2018-01-31,4.7397,4.74315,4.70494,4.74072,4.74072,0.0
2018-02-01,4.74534,4.76094,4.73652,4.74568,4.74568,0.0
2018-02-02,4.73381,4.7442,4.72114,4.73614,4.73614,0.0
2018-02-05,4.72475,4.72618,4.6723,4.72345,4.72345,0.0
2018-02-06,4.68655,4.70093,4.66793,4.68644,4.68644,0.0
2018-02-07,4.68251,4.70884,4.67263,4.68214,4.68214,0.0
2018-02-08,4.71594,4.77791,4.71248,4.71423,4.71423,0.0
2018-02-09,4.76219,4.77612,4.71144,4.76261,4.76261,0.0
2018-02-12,4.71849,4.72673,4.69123,4.71856,4.71856,0.0
2018-02-13,4.6894,4.71324,4.67925,4.68984,4.68984,0.0
2018-02-14,4.68234,4.69994,4.67387,4.68109,4.68109,0.0
2018-02-15,4.66724,4.68944,4.66172,4.66824,4.66824,0.0
2018-02-16,4.68434,4.70235,4.66958,4.68537,4.68537,0.0
2018-02-19,4.69582,4.69786,4.66422,4.69638,4.69638,0.0
2018-02-20,4.66488,4.70891,4.66061,4.66509,4.66509,0.0
2018-02-21,4.70674,4.73103,4.69051,4.70777,4.70777,0.0
2018-02-22,4.72564,4.73884,4.71326,4.72479,4.72479,0.0
2018-02-23,4.7312,4.74483,4.72187,4.73094,4.73094,0.0
2018-02-26,4.74208,4.75183,4.72527,4.74034,4.74034,0.0
2018-02-27,4.726,4.73611,4.71023,4.72642,4.72642,0.0
2018-02-28,4.74534,4.75797,4.71276,4.74383,4.74383,0.0
2018-03-01,4.70776,4.7356,4.70613,4.70958,4.70958,0.0
2018-03-02,4.69808,4.71227,4.68453,4.69873,4.69873,0.0
2018-03-05,4.69155,4.72126,4.68345,4.69364,4.69364,0.0
2018-03-06,4.69944,4.70504,4.67875,4.6999,4.6999,0.0
2018-03-07,4.6859,4.72262,4.67256,4.68733,4.68733,0.0
2018-03-08,4.71824,4.72587,4.69059,4.71602,4.71602,0.0
2018-03-09,4.71312,4.72972,4.70306,4.71271,4.71271,0.0
2018-03-12,4.71638,4.7464,4.7082,4.71574,4.71574,0.0
2018-03-13,4.73591,4.75668,4.73244,4.73574,4.73574,0.0
2018-03-14,4.74431,4.75904,4.73421,4.74405,4.74405,0.0
2018-03-15,4.74144,4.77147,4.73729,4.74124,4.74124,0.0
2018-03-16,4.77186,4.7839,4.76411,4.76738,4.76738,0.0
2018-03-19,4.78848,4.82059,4.78193,4.78835,4.78835,0.0
2018-03-20,4.7987,4.82874,4.79759,4.79971,4.79971,0.0
2018-03-21,4.8345,4.85914,4.82733,4.83422,4.83422,0.0
2018-03-22,4.83822,4.85835,4.82618,4.83793,4.83793,0.0
2018-03-23,4.8344,4.84972,4.82256,4.83367,4.83367,0.0
2018-03-26,4.8426,4.85138,4.81553,4.84256,4.84256,0.0
2018-03-27,4.82401,4.82613,4.78786,4.82449,4.82449,0.0
2018-03-28,4.80831,4.82165,4.79685,4.80854,4.80854,0.0
2018-03-29,4.80946,4.8132,4.79606,4.80963,4.80963,0.0
2018-03-30,4.79304,4.8043,4.78559,4.79364,4.79364,0.0
2018-04-02,4.79987,4.8093,4.79352,4.80154,4.80154,0.0
2018-04-03,4.80816,4.82074,4.79754,4.80727,4.80727,0.0
2018-04-04,4.80301,4.81804,4.79784,4.80296,4.80296,0.0
2018-04-05,4.81689,4.82474,4.79484,4.81712,4.81712,0.0
2018-04-06,4.79359,4.8218,4.79118,4.79388,4.79388,0.0
2018-04-09,4.81768,4.82707,4.80573,4.81849,4.81849,0.0
2018-04-10,4.80714,4.82854,4.79884,4.80857,4.80857,0.0
2018-04-11,4.80214,4.81734,4.79359,4.80289,4.80289,0.0
2018-04-12,4.79704,4.83314,4.79356,4.79703,4.79703,0.0
2018-04-13,4.82425,4.84204,4.81407,4.82464,4.82464,0.0
2018-04-16,4.81049,4.81977,4.80284,4.81127,4.81127,0.0
2018-04-17,4.80765,4.827,4.80368,4.80712,4.80712,0.0
2018-04-18,4.80834,4.81704,4.77658,4.80812,4.80812,0.0
2018-04-19,4.77421,4.79582,4.76942,4.77424,4.77424,0.0
2018-04-20,4.75027,4.77174,4.7401,4.74924,4.74924,0.0
2018-04-23,4.76254,4.79911,4.76181,4.76143,4.76143,0.0
2018-04-24,4.79554,4.81056,4.79092,4.7958,4.7958,0.0
2018-04-25,4.80992,4.84954,4.80913,4.81046,4.81046,0.0
2018-04-26,4.83744,4.8723,4.83307,4.83754,4.83754,0.0
2018-04-27,4.85761,4.86914,4.79352,4.8578,4.8578,0.0
2018-04-30,4.77848,4.82859,4.77231,4.77897,4.77897,0.0
